user_id,recency_days,frequency,monetary,category_diversity,monthly_spend_1,monthly_spend_2,monthly_spend_3,monthly_spend_4,monthly_spend_5,monthly_spend_6,monthly_spend_7,monthly_spend_8,monthly_spend_9,monthly_spend_10,monthly_spend_11,monthly_spend_12,avg_transaction_size,std_transaction_size,max_transaction,transaction_trend,age,income_proxy,card_type_platinum,card_type_gold,days_as_customer
U000033,36.0,2.0,49.75,2.0,0.0,0.0,0.0,20.44,0.0,29.31,0.0,0.0,0.0,0.0,0.0,0.0,24.875,6.272037149124675,29.31,8.869999999999997,25,48070,0,1,3403
U000034,38.0,3.0,105.13,3.0,0.0,0.0,0.0,0.0,9.56,95.57,0.0,0.0,0.0,0.0,0.0,0.0,35.04333333333333,45.01594643382868,87.02,86.00999999999999,48,43919,0,0,3132
U000035,75.0,2.0,137.35,2.0,0.0,0.0,0.0,90.5,46.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.675,30.865210998792797,90.5,-43.65,65,53530,0,0,895
U000036,3.0,9.0,291.14,4.0,0.0,0.0,0.0,30.96,108.21,101.59,50.38,0.0,0.0,0.0,0.0,0.0,32.34888888888889,17.724614554655655,66.91,-41.89999999999999,24,67545,0,1,3376
U000037,6.0,4.0,186.13,2.0,0.0,0.0,0.0,0.0,83.38,0.0,102.75,0.0,0.0,0.0,0.0,0.0,46.5325,13.73739998447062,63.96,19.370000000000005,63,59188,0,0,471
U000038,10.0,6.0,367.45,5.0,0.0,0.0,0.0,55.6,53.62,207.44,50.790000000000006,0.0,0.0,0.0,0.0,0.0,61.24166666666667,61.05243235667737,179.73,93.58999999999997,62,103009,1,0,868
U000039,23.0,4.0,171.2,3.0,0.0,0.0,0.0,0.0,99.81,71.39,0.0,0.0,0.0,0.0,0.0,0.0,42.8,36.65254788778901,90.94,-28.42,34,44065,0,0,1919
U000040,48.0,2.0,94.81,2.0,0.0,0.0,0.0,0.0,26.66,68.15,0.0,0.0,0.0,0.0,0.0,0.0,47.405,29.337860351429864,68.15,41.49000000000001,52,55916,0,0,3539
U000041,23.0,2.0,16.659999999999997,2.0,0.0,0.0,0.0,0.0,0.0,16.659999999999997,0.0,0.0,0.0,0.0,0.0,0.0,8.329999999999998,0.2969848480983493,8.54,-0.41999999999999993,29,47471,0,0,1090
U000042,0.0,4.0,78.81,2.0,0.0,0.0,0.0,0.0,42.92,4.05,31.84,0.0,0.0,0.0,0.0,0.0,19.7025,18.279340569798098,42.92,-15.129999999999999,58,62290,0,0,1367
U000043,2.0,7.0,230.55,4.0,0.0,0.0,0.0,31.17,53.99,77.0,68.39,0.0,0.0,0.0,0.0,0.0,32.93571428571429,12.331325769684915,53.99,3.950000000000003,56,65691,0,1,677
U000044,29.0,3.0,111.4,2.0,0.0,0.0,0.0,70.39,0.0,41.01,0.0,0.0,0.0,0.0,0.0,0.0,37.13333333333333,5.894525708938194,41.01,50.699999999999996,38,53099,0,0,2277
U000045,21.0,5.0,135.54000000000002,4.0,0.0,0.0,0.0,0.0,29.29,19.880000000000003,86.37,0.0,0.0,0.0,0.0,0.0,27.108000000000004,33.89268903465761,86.37,76.96000000000001,24,34582,0,0,809
U000046,23.0,6.0,502.76000000000005,3.0,0.0,0.0,0.0,34.35,169.79,298.62,0.0,0.0,0.0,0.0,0.0,0.0,83.79333333333334,99.27419355837986,281.18,264.76,69,104739,1,0,885
U000047,5.0,5.0,94.46999999999998,4.0,0.0,0.0,0.0,31.43,33.66,6.56,22.82,0.0,0.0,0.0,0.0,0.0,18.894,10.659459648593826,33.66,31.61,43,33727,0,0,1454
U000048,11.0,4.0,175.83,3.0,0.0,0.0,0.0,0.0,94.13000000000001,24.89,56.81,0.0,0.0,0.0,0.0,0.0,43.9575,23.9364817450964,71.26,-12.430000000000007,65,56106,0,0,2320
U000049,9.0,7.0,350.81,5.0,0.0,0.0,0.0,0.0,145.45,83.86,121.5,0.0,0.0,0.0,0.0,0.0,50.11571428571428,42.40018626419104,125.35,-42.81,54,99988,1,0,1412
U000050,0.0,5.0,201.06,4.0,0.0,0.0,0.0,0.0,108.69,81.52,10.85,0.0,0.0,0.0,0.0,0.0,40.212,33.321563138604404,90.03,-16.320000000000007,59,70556,0,1,1907
U000051,17.0,4.0,96.27000000000001,3.0,0.0,0.0,0.0,0.0,56.97,0.0,39.3,0.0,0.0,0.0,0.0,0.0,24.067500000000003,7.49183277531829,35.06,-17.67,58,64685,0,0,1854
U000052,4.0,5.0,568.22,4.0,0.0,0.0,0.0,0.0,160.06,235.75,172.41,0.0,0.0,0.0,0.0,0.0,113.644,76.87785851596023,235.75,248.10000000000002,30,70014,1,0,256
U000053,14.0,5.0,86.75,4.0,0.0,0.0,0.0,21.54,59.06999999999999,0.0,6.14,0.0,0.0,0.0,0.0,0.0,17.35,9.065781819567466,29.06,5.009999999999998,39,90416,0,1,2270
U000054,20.0,2.0,20.85,2.0,0.0,0.0,0.0,0.0,9.73,0.0,11.12,0.0,0.0,0.0,0.0,0.0,10.425,0.9828784258492995,11.12,1.3899999999999988,44,41758,0,0,658
U000055,4.0,4.0,122.73,3.0,0.0,0.0,0.0,8.16,64.74000000000001,0.0,49.83,0.0,0.0,0.0,0.0,0.0,30.6825,17.142785411556275,49.83,43.69000000000001,45,55361,0,0,1248
U000056,17.0,5.0,191.32,4.0,0.0,0.0,0.0,86.57,20.26,9.97,74.52,0.0,0.0,0.0,0.0,0.0,38.263999999999996,27.166141242362706,74.52,18.180000000000007,23,78515,1,0,1313
U000057,21.0,5.0,129.18,4.0,0.0,0.0,0.0,0.0,0.0,76.56,52.62,0.0,0.0,0.0,0.0,0.0,25.836000000000002,20.849376009847393,52.62,34.94,48,63646,0,0,1151
U000058,12.0,7.0,192.01999999999998,5.0,0.0,0.0,0.0,0.0,62.01,120.55,9.46,0.0,0.0,0.0,0.0,0.0,27.43142857142857,16.736460626001968,49.31,51.46000000000001,28,69670,0,1,633
U000059,22.0,5.0,199.32,4.0,0.0,0.0,0.0,0.0,115.81,50.86,32.65,0.0,0.0,0.0,0.0,0.0,39.864,25.35534913977719,81.63,-32.30000000000001,58,52619,0,0,582
U000060,44.0,1.0,14.92,1.0,0.0,0.0,0.0,0.0,0.0,14.92,0.0,0.0,0.0,0.0,0.0,0.0,14.92,0.0,14.92,0.0,55,57507,0,0,383
U000061,2.0,9.0,819.41,5.0,0.0,0.0,0.0,24.76,311.99,186.49,296.16999999999996,0.0,0.0,0.0,0.0,0.0,91.04555555555555,86.62911521409978,269.28,234.92999999999995,67,97683,1,0,2105
U000062,21.0,8.0,362.28,7.0,0.0,0.0,0.0,18.65,84.16,98.19,161.28,0.0,0.0,0.0,0.0,0.0,45.285,50.38246009986298,161.28,107.99999999999999,58,93365,1,0,1336
U000063,84.0,1.0,11.36,1.0,0.0,0.0,0.0,11.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36,0.0,11.36,0.0,39,46473,0,0,2852
U000064,13.0,3.0,77.24000000000001,3.0,0.0,0.0,0.0,0.0,0.0,47.480000000000004,29.76,0.0,0.0,0.0,0.0,0.0,25.74666666666667,7.53898092140664,30.43,43.14,69,55883,0,0,2426
U000065,25.0,2.0,16.33,2.0,0.0,0.0,0.0,0.0,0.0,16.33,0.0,0.0,0.0,0.0,0.0,0.0,8.165,1.6899852070358485,9.36,2.3899999999999997,41,68089,0,1,3020
U000066,8.0,6.0,461.15,5.0,0.0,0.0,0.0,0.0,36.04,96.5,328.61,0.0,0.0,0.0,0.0,0.0,76.85833333333333,124.26973009010145,328.61,342.57,37,61374,0,1,2857
U000067,6.0,5.0,151.47,4.0,0.0,0.0,0.0,103.09,22.8,16.91,8.67,0.0,0.0,0.0,0.0,0.0,30.294,23.146464740862697,67.93,-54.71,66,58822,0,0,1277
U000068,63.0,2.0,42.04,2.0,0.0,0.0,0.0,34.14,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.02,18.554481938335005,34.14,-26.240000000000002,39,52454,0,0,1660
U000069,9.0,10.0,544.09,7.0,0.0,0.0,0.0,0.0,360.11,61.050000000000004,122.93,0.0,0.0,0.0,0.0,0.0,54.409000000000006,54.09424295718641,175.83,-176.13,24,68052,1,0,2986
U000070,8.0,7.0,352.39,5.0,0.0,0.0,0.0,0.0,81.85000000000001,258.82,11.719999999999999,0.0,0.0,0.0,0.0,0.0,50.34142857142857,71.79753510824065,204.34,188.69000000000003,44,55635,0,0,760
U000071,37.0,5.0,244.03,5.0,0.0,0.0,0.0,0.0,151.8,92.22999999999999,0.0,0.0,0.0,0.0,0.0,0.0,48.806,36.03283891119322,100.12,-47.28999999999999,60,68592,0,0,659
U000072,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,27894,0,0,2979
U000073,22.0,5.0,170.71,2.0,0.0,0.0,0.0,45.21,19.41,67.87,38.22,0.0,0.0,0.0,0.0,0.0,34.142,25.137328219204207,67.87,71.50999999999999,44,51938,0,0,2944
U000074,5.0,6.0,652.57,5.0,0.0,0.0,0.0,0.0,3.94,33.97,614.66,0.0,0.0,0.0,0.0,0.0,108.76166666666667,173.26414613723944,450.29,-323.83000000000004,27,59036,0,1,1842
U000075,7.0,4.0,73.83,3.0,0.0,0.0,0.0,28.87,28.28,0.0,16.68,0.0,0.0,0.0,0.0,0.0,18.4575,9.787925810235112,28.28,16.09,55,62367,0,0,2943
U000076,37.0,1.0,5.86,1.0,0.0,0.0,0.0,0.0,0.0,5.86,0.0,0.0,0.0,0.0,0.0,0.0,5.86,0.0,5.86,0.0,44,77872,0,1,2840
U000077,30.0,1.0,71.99,1.0,0.0,0.0,0.0,0.0,0.0,71.99,0.0,0.0,0.0,0.0,0.0,0.0,71.99,0.0,71.99,0.0,37,54035,0,0,1249
U000078,12.0,3.0,35.86,2.0,0.0,0.0,0.0,4.26,16.91,0.0,14.69,0.0,0.0,0.0,0.0,0.0,11.953333333333333,6.754452852254825,16.91,27.340000000000003,32,40988,0,0,2656
U000079,16.0,11.0,437.68,7.0,0.0,0.0,0.0,0.0,236.82999999999998,160.85,40.0,0.0,0.0,0.0,0.0,0.0,39.78909090909091,36.50081984135301,113.88,54.5,49,92221,1,0,1218
U000080,4.0,9.0,266.06,6.0,0.0,0.0,0.0,57.3,74.27000000000001,66.14,68.35,0.0,0.0,0.0,0.0,0.0,29.56222222222222,20.21858166253124,63.2,2.920000000000016,54,73236,0,1,494
U000081,9.0,4.0,186.68,3.0,0.0,0.0,0.0,0.0,107.85,0.0,78.83,0.0,0.0,0.0,0.0,0.0,46.67,39.07226723222837,97.88,-29.019999999999996,68,67647,0,0,1669
U000082,10.0,4.0,277.75,4.0,0.0,0.0,0.0,0.0,31.07,19.18,227.5,0.0,0.0,0.0,0.0,0.0,69.4375,97.7406457160991,215.57,177.25,42,41863,0,0,1046
U000083,41.0,4.0,351.31,3.0,0.0,0.0,0.0,0.0,323.74,27.57,0.0,0.0,0.0,0.0,0.0,0.0,87.8275,67.14358563307941,183.74,-145.31,29,61351,0,1,3077
U000084,11.0,5.0,179.68,4.0,0.0,0.0,0.0,0.0,0.0,123.53,56.15,0.0,0.0,0.0,0.0,0.0,35.936,20.89374260394724,54.75,0.6000000000000085,62,82861,0,1,3256
U000085,12.0,3.0,125.7,2.0,0.0,0.0,0.0,0.0,69.43,0.0,56.27,0.0,0.0,0.0,0.0,0.0,41.9,18.145101267284236,56.27,29.86,52,80997,0,1,465
U000086,2.0,7.0,181.92000000000002,4.0,0.0,0.0,0.0,15.65,22.759999999999998,52.690000000000005,90.82,0.0,0.0,0.0,0.0,0.0,25.98857142857143,25.147409693360352,77.24,105.10000000000002,56,83535,0,1,2924
U000087,3.0,6.0,178.26,6.0,0.0,0.0,0.0,0.0,34.09,129.88,14.29,0.0,0.0,0.0,0.0,0.0,29.709999999999997,35.40958796710292,99.05,-122.86,25,33346,0,0,2848
U000088,1.0,9.0,387.97,6.0,0.0,0.0,0.0,0.0,125.14,149.49,113.34,0.0,0.0,0.0,0.0,0.0,43.107777777777784,33.200649759371345,115.01,-82.16999999999999,36,87689,1,0,82
U000089,21.0,3.0,135.7,3.0,0.0,0.0,0.0,0.0,125.65,0.0,10.05,0.0,0.0,0.0,0.0,0.0,45.23333333333333,30.83231151459996,67.54,0.6199999999999903,59,70628,0,0,1097
U000090,3.0,3.0,233.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,233.75,0.0,0.0,0.0,0.0,0.0,77.91666666666667,49.65223089986324,135.18,130.26999999999998,62,71880,0,0,1768
U000091,3.0,7.0,342.51,4.0,0.0,0.0,0.0,0.0,304.86,0.0,37.65,0.0,0.0,0.0,0.0,0.0,48.93,31.644829488138075,101.71,-59.81,42,80471,0,1,3418
U000092,20.0,3.0,136.32,3.0,0.0,0.0,0.0,91.91,0.0,34.68,9.73,0.0,0.0,0.0,0.0,0.0,45.44,42.133375131835805,91.91,-47.5,61,60494,0,0,2426
U000093,7.0,6.0,428.28000000000003,3.0,0.0,0.0,0.0,0.0,50.89,156.85,220.54000000000002,0.0,0.0,0.0,0.0,0.0,71.38000000000001,65.03502840777422,178.18,74.19999999999999,63,51492,0,0,2849
U000094,0.0,7.0,238.32,4.0,0.0,0.0,0.0,0.0,173.14,46.77,18.41,0.0,0.0,0.0,0.0,0.0,34.04571428571428,26.32427704429434,84.9,-87.5,40,48193,0,0,2089
U000095,6.0,6.0,303.43,4.0,0.0,0.0,0.0,0.0,58.019999999999996,204.99,40.42,0.0,0.0,0.0,0.0,0.0,50.571666666666665,47.44811373138732,146.22,-105.05000000000001,65,75066,0,1,284
U000096,1.0,5.0,162.07,4.0,0.0,0.0,0.0,0.0,46.2,28.56,87.31,0.0,0.0,0.0,0.0,0.0,32.414,27.142683728769345,78.73,69.67,35,71406,0,1,1590
U000097,29.0,4.0,195.82,4.0,0.0,0.0,0.0,0.0,42.63,153.19,0.0,0.0,0.0,0.0,0.0,0.0,48.955,54.43562344641604,127.63,75.75999999999999,32,63023,0,1,1928
U000098,2.0,5.0,220.39000000000001,5.0,0.0,0.0,0.0,0.0,101.65,19.04,99.7,0.0,0.0,0.0,0.0,0.0,44.078,47.50780956853305,101.65,-20.989999999999995,55,60770,0,0,2745
U000099,2.0,5.0,103.09,4.0,0.0,0.0,0.0,0.0,0.0,40.11,62.98,0.0,0.0,0.0,0.0,0.0,20.618000000000002,10.600974955163322,37.51,22.869999999999997,52,55834,0,0,3494
U000100,11.0,10.0,504.18,5.0,0.0,0.0,0.0,0.0,141.77,197.85,164.56,0.0,0.0,0.0,0.0,0.0,50.418,34.45852605347156,124.01,80.54000000000002,27,60444,1,0,519
U000101,4.0,12.0,602.2,5.0,0.0,0.0,0.0,131.97,104.15,131.3,234.78,0.0,0.0,0.0,0.0,0.0,50.18333333333334,43.012982043127685,154.71,129.96000000000004,62,86599,0,1,2666
U000102,14.0,5.0,109.34,4.0,0.0,0.0,0.0,0.0,49.64,24.990000000000002,34.71,0.0,0.0,0.0,0.0,0.0,21.868000000000002,9.660614369697198,34.71,10.060000000000002,30,37584,0,0,3330
U000103,5.0,2.0,36.879999999999995,2.0,0.0,0.0,0.0,0.0,5.59,0.0,31.29,0.0,0.0,0.0,0.0,0.0,18.439999999999998,18.17264427649427,31.29,25.7,61,63845,0,0,3433
U000104,4.0,6.0,139.27,5.0,0.0,0.0,0.0,0.0,0.0,76.7,62.57,0.0,0.0,0.0,0.0,0.0,23.21166666666667,12.053459945868932,44.14,-14.130000000000017,21,27294,0,0,2250
U000105,4.0,4.0,58.379999999999995,4.0,0.0,0.0,0.0,0.0,0.0,23.78,34.599999999999994,0.0,0.0,0.0,0.0,0.0,14.594999999999999,5.956897962306669,20.15,10.819999999999993,60,69078,0,0,2718
U000106,1.0,4.0,183.01999999999998,4.0,0.0,0.0,0.0,0.0,0.0,47.52,135.5,0.0,0.0,0.0,0.0,0.0,45.754999999999995,25.815905304030434,80.03,-72.08000000000001,60,71821,0,1,3252
U000107,6.0,13.0,942.74,6.0,0.0,0.0,0.0,80.87,171.06,87.58,603.23,0.0,0.0,0.0,0.0,0.0,72.51846153846154,95.7421065367927,379.0,318.06000000000006,60,100532,1,0,1352
U000108,17.0,3.0,64.28,2.0,0.0,0.0,0.0,0.0,0.0,35.01,29.27,0.0,0.0,0.0,0.0,0.0,21.426666666666666,7.648113057044419,29.27,22.24,54,101228,1,0,3497
U000109,21.0,5.0,121.28,5.0,0.0,0.0,0.0,0.0,21.94,75.53999999999999,23.8,0.0,0.0,0.0,0.0,0.0,24.256,3.2589384774800503,29.72,28.960000000000008,44,38633,0,0,2261
U000110,8.0,5.0,177.21,5.0,0.0,0.0,0.0,0.0,45.85,18.35,113.01,0.0,0.0,0.0,0.0,0.0,35.442,20.32170440686509,56.32,48.80999999999999,56,59384,0,0,2165
U000111,1.0,7.0,210.34,6.0,0.0,0.0,0.0,0.0,29.549999999999997,0.0,180.79000000000002,0.0,0.0,0.0,0.0,0.0,30.048571428571428,19.653459770543733,52.57,151.24,34,68319,0,1,2531
U000112,6.0,5.0,239.63,5.0,0.0,0.0,0.0,0.0,119.95,71.97,47.71,0.0,0.0,0.0,0.0,0.0,47.926,25.577058665921694,89.7,-0.269999999999996,60,59458,0,0,37
U000113,12.0,5.0,123.03,4.0,0.0,0.0,0.0,0.0,72.6,41.55,8.88,0.0,0.0,0.0,0.0,0.0,24.606,12.281458789573819,41.39,-22.169999999999995,48,92840,0,1,399
U000114,4.0,8.0,237.9,6.0,0.0,0.0,0.0,0.0,106.93,17.2,113.77,0.0,0.0,0.0,0.0,0.0,29.7375,25.806676738505374,84.42,-10.36,43,62671,0,1,323
U000115,65.0,2.0,52.39,2.0,0.0,0.0,0.0,0.0,52.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.195,25.066935393063112,43.92,-35.45,46,38703,0,0,1429
U000116,1.0,6.0,163.69,4.0,0.0,0.0,0.0,0.0,21.53,97.64,44.52,0.0,0.0,0.0,0.0,0.0,27.281666666666666,13.461422535031975,44.52,69.57,49,45670,0,0,2994
U000117,10.0,3.0,79.96,3.0,0.0,0.0,0.0,0.0,0.0,56.12,23.84,0.0,0.0,0.0,0.0,0.0,26.653333333333332,26.10274762038152,56.12,-32.28,22,31573,0,0,3388
U000118,16.0,8.0,203.71,4.0,0.0,0.0,0.0,57.29,61.96,44.11,40.349999999999994,0.0,0.0,0.0,0.0,0.0,25.46375,17.863125576369406,57.29,-34.790000000000006,27,64991,0,1,2400
U000119,21.0,5.0,187.92000000000002,4.0,0.0,0.0,0.0,0.0,125.41,4.89,57.62,0.0,0.0,0.0,0.0,0.0,37.584,21.706965011258482,57.62,31.159999999999997,33,42196,0,0,301
U000120,7.0,5.0,69.27,4.0,0.0,0.0,0.0,0.0,0.0,16.3,52.97,0.0,0.0,0.0,0.0,0.0,13.854,13.999283195935426,37.55,43.41,26,30554,0,0,1800
U000121,50.0,2.0,58.54,2.0,0.0,0.0,0.0,0.0,40.44,18.1,0.0,0.0,0.0,0.0,0.0,0.0,29.27,15.79676549170747,40.44,-22.339999999999996,42,60877,0,0,477
U000122,14.0,8.0,300.19,6.0,0.0,0.0,0.0,29.46,23.36,189.65,57.72,0.0,0.0,0.0,0.0,0.0,37.52375,57.24682572297911,178.36,-162.17000000000002,54,75174,0,1,1894
U000123,27.0,7.0,492.92,3.0,0.0,0.0,0.0,0.0,60.83,432.09000000000003,0.0,0.0,0.0,0.0,0.0,0.0,70.41714285714286,92.50497224731323,266.04,371.26000000000005,53,90110,1,0,3205
U000124,18.0,11.0,352.66,3.0,0.0,0.0,0.0,47.82,122.42,128.42000000000002,54.0,0.0,0.0,0.0,0.0,0.0,32.06,14.117885819059454,54.0,12.180000000000007,44,103690,1,0,1264
U000125,12.0,9.0,501.32,3.0,0.0,0.0,0.0,82.95,179.5,188.56,50.31,0.0,0.0,0.0,0.0,0.0,55.70222222222222,44.24766456486087,150.65,-23.58000000000004,63,106261,1,0,351
U000126,29.0,1.0,7.56,1.0,0.0,0.0,0.0,0.0,0.0,7.56,0.0,0.0,0.0,0.0,0.0,0.0,7.56,0.0,7.56,0.0,49,57101,0,0,390
U000127,26.0,3.0,138.76999999999998,3.0,0.0,0.0,0.0,0.0,43.95,94.82,0.0,0.0,0.0,0.0,0.0,0.0,46.25666666666666,20.87579778914649,68.19,50.86999999999999,24,45672,0,0,904
